vAln,vAlin,70376,2
jyots,jyotis,329084,2
dzw,dizwi,300804,0
dvDA,dviDA,375428,1
pravftt,pravftti,340959,5
nyama,niyama,340959,5
j,ji,64940,0
jyots,jyotis,308123,2
vS,viS,308123,3
vparyAsa,viparyAsa,345255,4
antka,antika,327584,2
pakzn,pakzin,133883,1
ngraha,nigraha,319554,0
vD,viDi,347308,1
rpu,ripu,306400,2
ha,iha,127174,3
aDpat,aDipati,119280,3
Kantra,Kanitra,50456,3
bahuvDa,bahuviDa,50353,6
npAta,nipAta,388697,0
nrvSeza,nirviSeza,388697,1
ndAna,nidAna,76005,1
granT,granTi,76005,1
nvftt,nivftti,79131,1
mahza,mahiza,127071,0
harRa,hariRa,359111,1
BUm,BUmi,123613,2
kzp,kzip,65059,1
SrezWn,SrezWin,361111,0
AkANkzn,AkANkzin,387268,3
ptAmaha,pitAmaha,124254,2
dvya,divya,80226,0
Bkzuka,Bikzuka,313597,1
ptf,pitf,81246,4
fz,fzi,91233,3
vsmaya,vismaya,342575,5
prakft,prakfti,319963,5
vD,viDi,97965,1
vgraha,vigraha,384294,1
tla,tila,333817,1
ha,iha,333817,2
dvtIya,dvitIya,92818,2
Sva,Siva,305780,3
vnASa,vinASa,100489,2
Ad,Adi,344835,1
dvya,divya,89075,2
sdDa,sidDa,89075,3
gat,gati,392020,1
vzama,vizama,397588,0
atmaDura,atimaDura,135577,0
Ad,Adi,130411,0
mantrta,mantrita,130411,3
prya,priya,391175,3
dvya,divya,304077,2
z,iz,316154,1
sdD,sidDi,119882,1
prat,prati,396525,4
sTt,sTiti,135366,3
kokla,kokila,52681,1
vpula,vipula,54295,2
pulna,pulina,54295,2
kzatrya,kzatriya,317095,1
nzAda,nizAda,366619,3
Cedn,Cedin,370096,0
tyAd,ityAdi,79009,0
vmAna,vimAna,389090,2
SlA,SilA,359167,0
Sakt,Sakti,89802,1
bfhaspat,bfhaspati,96719,0
prakft,prakfti,330313,0
vkAra,vikAra,330313,1
dardra,daridra,350521,3
sAkzn,sAkzin,368861,3
as,asi,393663,0
vasat,vasati,126179,2
kap,kapi,374363,0
aBmanyu,aBimanyu,129517,1
hta,hita,322453,4
lalta,lalita,341578,0
saK,saKi,141882,6
kzatrya,kzatriya,348223,4
dS,diS,348223,6
vD,viDi,85552,2
sTavra,sTavira,387892,4
nSA,niSA,64175,2
aBtas,aBitas,115298,3
kukz,kukzi,388367,0
nyAmaka,niyAmaka,68579,1
vahn,vahni,68579,3
aBzecana,aBizecana,58813,4
rat,rati,99000,1
vdvas,vidvas,99000,2
dvja,dvija,99000,6
dvDA,dviDA,390015,2
sdD,sidDi,311513,2
dv,div,331332,0
rpu,ripu,131085,3
prat,prati,131085,4
muzwka,muzwika,377691,2
hta,hita,390477,3
yuDzWra,yuDizWira,128823,0
SvAvD,SvAviD,52657,2
Dft,Dfti,139636,2
sAkzn,sAkzin,369093,0
hta,hita,65776,1
aDpa,aDipa,65776,3
dvja,dvija,50157,0
vkarRa,vikarRa,382127,2
zvAsa,izvAsa,382127,4
at,ati,61853,3
ntamba,nitamba,86356,0
bmba,bimba,86356,0
Sakun,Sakuni,323513,5
anla,anila,305267,1
vIc,vIci,86485,0
vmAna,vimAna,80382,0
pat,pati,80382,1
vyAD,vyADi,85037,1
hastn,hastin,142061,0
vtarka,vitarka,142061,1
Ad,Adi,343090,2
sD,siD,343090,3
ptf,pitf,139739,3
Cd,Cid,391309,1
pArTva,pArTiva,116360,0
gr,gir,127546,7
vdeha,videha,335664,0
prIt,prIti,376348,5
zu,izu,393892,0
kArn,kArin,147042,4
ptAmaha,pitAmaha,382983,3
nScala,niScala,315530,3
nScaya,niScaya,315530,4
fz,fzi,115554,4
aDzWAna,aDizWAna,144147,2
vctra,vicitra,144147,2
nrIkzaRa,nirIkzaRa,144147,8
vroDn,viroDin,346276,1
dS,diS,354617,2
z,iz,385641,3
darSn,darSin,306847,3
vyAD,vyADi,376326,1
pArTva,pArTiva,397053,0
Srut,Sruti,372960,4
snDu,sinDu,362119,3
sTra,sTira,362119,5
mat,mati,374213,2
sTt,sTiti,374213,3
anupalabD,anupalabDi,309396,1
Aj,Aji,380384,3
vBAga,viBAga,305033,4
pz,piz,149889,2
vSeza,viSeza,129282,0
jAt,jAti,129282,0
prya,priya,53017,5
dvya,divya,53715,3
vmAna,vimAna,53715,4
kzt,kziti,343229,0
Ad,Adi,343229,0
nrRaya,nirRaya,344217,0
aNgras,aNgiras,302767,0
marIc,marIci,302767,0
at,ati,367527,4
vfzR,vfzRi,399570,0
samAD,samADi,71246,3
aDpa,aDipa,119315,4
nvAta,nivAta,392754,1
Cd,Cid,136124,0
mat,mati,71793,3
kzatrya,kzatriya,81248,0
z,iz,50669,5
sart,sarit,66912,0
lp,lip,340618,2
vza,viza,373129,4
Ad,Adi,373129,4
kla,kila,350016,6
vzaya,vizaya,310759,5
patt,patti,388801,0
mArza,mAriza,388801,2
vAdn,vAdin,330893,0
nkft,nikfti,319471,1
yon,yoni,308005,5
kzp,kzip,100178,0
sTra,sTira,363082,2
hfdka,hfdika,100372,4
sMha,siMha,66373,1
kalNga,kaliNga,380329,3
Bavzya,Bavizya,93056,0
vstara,vistara,93056,5
ntamba,nitamba,103206,0
fz,fzi,130657,0
Ahnka,Ahnika,338863,1
rav,ravi,338863,4
vstara,vistara,124128,0
vzaya,vizaya,109004,3
z,iz,132002,1
vSeza,viSeza,395231,1
ruDra,ruDira,399784,3
Bd,Bid,320373,2
Sakt,Sakti,137675,5
varzWa,varizWa,324908,6
vAtAp,vAtApi,66054,3
vtta,vitta,93632,3
nBa,niBa,90096,0
Suc,Suci,66268,6
smta,smita,66268,6
tvarta,tvarita,105338,4
ha,iha,105338,6
ha,iha,306903,0
,i,109642,2
mAtal,mAtali,115715,3
ptf,pitf,59019,3
nSA,niSA,109950,0
j,ji,366162,0
j,ji,366162,2
nmtta,nimitta,70951,4
sdD,sidDi,70951,4
BUmpa,BUmipa,317995,4
kapardn,kapardin,303847,2
dS,diS,68169,1
dakzRa,dakziRa,68169,2
as,asi,68169,4
DArn,DArin,68169,4
sahta,sahita,381948,1
vkrama,vikrama,381948,4
vza,viza,62048,0
anla,anila,62048,0
vnASa,vinASa,341693,1
Sakt,Sakti,304151,0
vsmaya,vismaya,353008,0
ptf,pitf,60037,0
sdD,sidDi,355339,0
gr,giri,307060,4
nScaya,niScaya,342972,4
vdyA,vidyA,360833,1
kla,kila,360833,4
Octya,Ocitya,89321,0
kzt,kziti,68982,0
snDu,sinDu,68982,0
Sakt,Sakti,149533,2
kfz,kfzi,306561,0
Ad,Adi,86320,0
dvvDa,dviviDa,396691,1
yukt,yukti,134945,3
at,ati,362380,0
pArTva,pArTiva,384121,3
ndrya,indriya,329890,0
vAjn,vAjin,329890,5
ctta,citta,378713,1
sTra,sTira,378713,6
vdyA,vidyA,328199,2
sdD,sidDi,345082,2
nyama,niyama,345082,3
kaTta,kaTita,359535,3
Slpa,Silpa,359535,3
vyAhft,vyAhfti,372229,2
saK,saKi,96057,0
dAnIm,idAnIm,309653,0
duhtf,duhitf,358049,1
ha,iha,333927,6
,i,300367,1
gr,giri,367384,1
snDu,sinDu,89230,3
pat,pati,140032,0
vAdn,vAdin,329326,1
praBft,praBfti,82594,1
Sakt,Sakti,82594,3
nja,nija,82594,3
rahta,rahita,82594,4
darSn,darSin,313018,2
Kadra,Kadira,81577,1
ctta,citta,144969,0
nmeza,nimeza,352552,0
vdura,vidura,302188,0
kft,kfti,348820,1
zvAsa,izvAsa,138908,1
vS,viS,138908,2
Sakt,Sakti,127549,4
vkft,vikfti,310176,1
prakft,prakfti,310176,1
vza,viza,348723,4
vyAD,vyADi,53770,0
raSm,raSmi,315951,0
Ad,Adi,373601,3
vftt,vftti,320515,5
Srut,Sruti,371695,4
dvja,dvija,371695,5
npAtana,nipAtana,130490,4
j,ji,319631,2
ptf,pitf,91150,0
dzw,dizwi,122982,0
vpra,vipra,323680,2
kzp,kzip,88325,1
hta,hita,127912,1
anvezn,anvezin,127912,1
Srut,Sruti,376594,4
SaSn,SaSin,65615,0
sD,siD,394164,3
vtta,vitta,394164,5
vtta,vitta,394164,10
pat,pati,357641,1
avant,avanti,357641,1
mSra,miSra,67778,0
mtra,mitra,318434,0
svast,svasti,101801,1
sAtyak,sAtyaki,386146,0
kryA,kriyA,85741,1
vAcn,vAcin,85741,2
Srut,Sruti,85741,3
Ad,Adi,117032,0
AyuDka,AyuDika,393229,0
ha,iha,68217,3
aDpa,aDipa,120438,3
Ad,Adi,361995,0
zvAsa,izvAsa,384898,2
npuRa,nipuRa,359177,3
vdyut,vidyut,393468,0
vahn,vahni,325097,0
pAR,pARi,393944,2
rUpn,rUpin,141402,6
ptf,pitf,96481,0
dv,div,96481,2
kAmn,kAmin,301670,3
pargraha,parigraha,395374,0
prIt,prIti,61284,0
vftt,vftti,61284,2
vstAra,vistAra,61284,3
vpula,vipula,61284,4
kAmn,kAmin,114702,0
budD,budDi,123255,4
grAhn,grAhin,97626,2
jt,jit,97626,3
atsAra,atisAra,97626,3
Srotrya,Srotriya,346687,3
aDka,aDika,373205,1
budD,budDi,332969,1
ckIrzA,cikIrzA,382841,3
j,ji,384732,4
vfdD,vfdDi,76116,0
vfdD,vfdDi,76116,5
aDkAra,aDikAra,91104,1
bahs,bahis,50596,9
vAsn,vAsin,374254,3
ndrya,indriya,340116,1
at,ati,340116,3
tyAd,ityAdi,340116,3
fz,fzi,143715,4
sta,sita,341284,2
mat,mati,367061,6
smft,smfti,144683,4
sMha,siMha,383397,1
vSAla,viSAla,56666,0
prya,priya,56666,2
vmarda,vimarda,91055,0
har,hari,91055,2
nGna,niGna,114335,0
mat,mati,382482,2
svast,svasti,339914,0
kla,kila,71854,2
kzp,kzip,93692,1
sD,siD,313958,3
sdD,sidDi,133754,2
prakft,prakfti,345718,4
mta,mita,313140,2
BAztf,BAzitf,313140,2
jt,jit,57524,5
kow,kowi,332473,0
Ad,Adi,61673,1
Ad,Adi,61673,5
Ad,Adi,61673,8
Ad,Adi,61673,12
tkta,tikta,61673,15
tkta,tikta,61673,17
prya,priya,371078,5
dvtIya,dvitIya,343003,1
Ahnka,Ahnika,343003,1
vpra,vipra,68634,8
Ad,Adi,68634,8
asta,asita,94904,2
Bd,Bid,319816,3
Ad,Adi,343454,1
suraB,suraBi,350199,3
gfhapat,gfhapati,363836,4
dvja,dvija,363836,5
nScaya,niScaya,135337,0
ha,iha,135337,3
kal,kali,105500,3
nrAkAra,nirAkAra,149163,2
praBft,praBfti,50893,0
sdDa,sidDa,374751,2
paScma,paScima,308894,4
ha,iha,334819,1
vkAra,vikAra,116610,1
vdvas,vidvas,375457,1
Sva,Siva,375457,4
ctrasena,citrasena,396338,0
nDana,niDana,345616,0
vnASa,vinASa,356897,1
anla,anila,392949,1
vSAla,viSAla,63536,2
z,iz,303721,1
BUt,BUti,101676,4
bahs,bahis,83279,0
gat,gati,391713,2
sMha,siMha,84351,0
mSra,miSra,334081,2
fz,fzi,370262,1
ntya,nitya,370262,3
nmtta,nimitta,361930,1
hasta,hasita,361930,4
dv,div,112363,3
samt,samiti,144431,1
vyAD,vyADi,117318,1
pAkn,pAkin,52907,0
kokla,kokila,114575,0
kalavNka,kalaviNka,114575,1
evaMvDa,evaMviDa,352110,1
nrmARa,nirmARa,352110,2
npuRa,nipuRa,352110,2
tarh,tarhi,352110,4
vsmaya,vismaya,352110,11
antar,antari,352110,18
aBmuKa,aBimuKa,352110,19
pavtra,pavitra,316980,0
dAnIm,idAnIm,147087,0
vdvas,vidvas,147087,2
Bd,Bid,147087,3
vzaya,vizaya,332234,1
sahta,sahita,306293,1
prya,priya,69499,1
kzt,kziti,69499,6
parhAra,parihAra,77563,5
mun,muni,60965,2
vzayn,vizayin,93143,0
vartn,vartin,93143,1
ruc,ruci,346242,0
Bd,Bid,342982,0
dAqma,dAqima,108627,0
nveSana,niveSana,325240,4
Sva,Siva,97822,2
vkarman,vikarman,324165,1
kryA,kriyA,324165,4
vzaya,vizaya,316505,0
ndrya,indriya,344008,5
vkarRa,vikarRa,145622,1
prakft,prakfti,57636,2
hta,hita,57636,3
fz,fzi,341577,0
vkryA,vikriyA,341577,1
ha,iha,123195,3
kzvAku,ikzvAku,61827,1
z,iz,137795,1
mAcram,mAciram,137795,5
paRqta,paRqita,119419,3
mAnn,mAnin,119419,3
vAcka,vAcika,109071,0
Ad,Adi,311308,3
dvya,divya,337161,0
antarkza,antarikza,337161,3
tTam,itTam,362295,0
sOganDka,sOganDika,69158,1
pat,pati,143976,1
nScaya,niScaya,143976,4
vvDa,viviDa,385210,1
vS,viS,385210,4
pat,pati,385210,5
vD,viDi,117396,0
Ad,Adi,366321,3
sacva,saciva,323337,1
trSras,triSiras,64406,3
kzatrya,kzatriya,124439,2
amarzn,amarzin,124439,3
ndrya,indriya,301645,6
vj,viji,301645,6
yaSasvn,yaSasvin,381937,5
,i,387327,3
dakzRa,dakziRa,340631,1
budD,budDi,115026,3
fz,fzi,142065,0
prARn,prARin,369797,3
SkzA,SikzA,117217,4
durgat,durgati,106424,1
sdD,sidDi,106424,3
pavtra,pavitra,334932,3
kvacd,kvacid,128881,5
Cd,Cid,361160,4
varzWa,varizWa,129467,2
bahs,bahis,80423,0
kla,kila,80423,2
vpula,vipula,146819,1
meDAvn,meDAvin,388242,0
npuRa,nipuRa,388242,1
ha,iha,121572,3
vSoDana,viSoDana,374287,3
prya,priya,341271,3
sdD,sidDi,85777,4
Aj,Aji,393114,1
nDana,niDana,393114,4
dvvDa,dviviDa,57661,1
fz,fzi,57661,2
gr,giri,64764,0
suKn,suKin,64764,3
vDAna,viDAna,96333,1
rat,rati,138765,3
aBmuKa,aBimuKa,388276,0
nmtta,nimitta,311397,1
kapla,kapila,331767,0
dft,dfti,101999,0
zazw,zazwi,124135,0
kal,kali,307810,1
budD,budDi,323559,1
nDana,niDana,386035,1
baln,balin,386035,5
yuDzWra,yuDizWira,101513,0
BUm,BUmi,342372,4
ptAmaha,pitAmaha,376658,0
vzRu,vizRu,376658,1
bAlSa,bAliSa,328908,2
aSvn,aSvin,115041,3
upanzad,upanizad,320064,2
vzaya,vizaya,66124,2
dvIpn,dvIpin,61025,7
Sz,Siz,101413,4
gr,giri,72781,5
mandAknI,mandAkinI,350004,3
dvtIya,dvitIya,67945,0
fz,fzi,67945,3
vdvas,vidvas,105785,3
pArTva,pArTiva,105785,6
adr,adri,126089,3
prakft,prakfti,378778,1
prakft,prakfti,378778,4
hma,hima,111104,1
vAr,vAri,399158,1
ptrya,pitrya,346474,4
vftt,vftti,140664,0
mantrn,mantrin,358789,3
jAt,jAti,107450,0
BUm,BUmi,110908,1
kukz,kukzi,68332,4
z,iz,110029,1
vstara,vistara,110029,3
mun,muni,110029,4
vfdD,vfdDi,73636,0
saK,saKi,82756,1
ha,iha,58099,0
z,iz,330565,1
SAnt,SAnti,330565,2
zu,izu,380230,1
vD,viDi,109427,3
vS,viS,109427,4
pat,pati,109427,5
Ad,Adi,68811,0
sahta,sahita,91519,1
dvDA,dviDA,91519,6
pargraha,parigraha,317436,4
pratnD,pratiniDi,73639,1
Bzaj,Bizaj,73639,3
ptAmaha,pitAmaha,373667,0
budD,budDi,328571,4
vD,viDi,121797,1
vD,viDi,342726,4
vdarBa,vidarBa,104408,0
dvz,dviz,114903,2
ruc,ruci,71683,3
atr,atri,138620,0
Ad,Adi,345291,1
ha,iha,337846,3
mun,muni,302433,1
kvacd,kvacid,357005,5
nrarTaka,nirarTaka,81979,3
dvja,dvija,374463,5
z,iz,148766,4
cArn,cArin,70255,4
gat,gati,123256,2
vyAD,vyADi,353565,0
Bakt,Bakti,89850,1
tTam,itTam,340133,0
vyAD,vyADi,340133,1
ndrya,indriya,340133,2
mTyA,miTyA,340133,4
tyAd,ityAdi,340133,4
Ad,Adi,375427,2
fz,fzi,375427,3
vdeha,videha,309583,1
Ad,Adi,309583,1
jzRu,jizRu,386501,2
pArTva,pArTiva,343234,2
Ad,Adi,343234,3
sD,siD,77574,8
ctraka,citraka,77574,9
svd,svid,77574,13
sarps,sarpis,77574,17
vGAta,viGAta,101562,0
ha,iha,101990,1
vzRu,vizRu,373943,3
ptf,pitf,320437,2
ptAmaha,pitAmaha,320437,4
budD,budDi,340018,2
fdD,fdDi,97129,0
sdD,sidDi,97129,4
as,asi,306876,3
DArn,DArin,306876,3
Sakt,Sakti,77697,0
dS,diS,356656,2
zvAsa,izvAsa,386603,1
yuDzWra,yuDizWira,386603,3
lNga,liNga,304890,0
sD,siD,378186,2
durdna,durdina,340721,2
vkraya,vikraya,118320,0
vD,viDi,95894,1
klS,kliS,126677,2
vnA,vinA,62904,2
vnA,vinA,62904,6
vpra,vipra,333425,2
kryA,kriyA,333425,3
bahs,bahis,64841,3
nrgamana,nirgamana,64841,3
Cd,Cid,315857,3
ctra,citra,334233,1
paRqta,paRqita,364848,3
kopn,kopin,367198,6
gAmn,gAmin,382062,3
at,ati,366128,4
vS,viS,320953,5
pat,pati,320953,6
vzRu,vizRu,133465,0
vMSat,viMSati,73262,4
budD,budDi,102538,3
sMha,siMha,139654,0
sMha,siMha,139654,1
sMha,siMha,139654,2
gAmn,gAmin,139654,2
cra,cira,307055,2
har,hari,307055,5
arTn,arTin,342919,3
nScaya,niScaya,342919,4
sD,siD,50844,1
vnA,vinA,50844,3
gr,giri,133632,1
at,ati,352885,3
vhvala,vihvala,352885,3
vSvAsa,viSvAsa,125531,4
vS,viS,382064,1
pat,pati,382064,2
Ad,Adi,308196,0
vparyAsa,viparyAsa,351070,3
cntA,cintA,120715,1
hArn,hArin,364028,2
dAnIm,idAnIm,378685,0
prakft,prakfti,378685,4
vaszWa,vasizWa,91449,3
dfzw,dfzwi,94806,0
Bd,Bid,94806,2
hma,hima,348743,2
Ad,Adi,327377,1
Ad,Adi,327377,3
vSAla,viSAla,374577,1
rAtr,rAtri,93664,2
meDAvn,meDAvin,333052,2
gaBast,gaBasti,381517,0
mun,muni,60501,5
nkarza,nikarza,74489,0
rAtr,rAtri,134744,2
cra,cira,351384,6
gat,gati,351384,8
BUm,BUmi,372312,1
bal,bali,372312,2
pakzn,pakzin,372312,4
budD,budDi,101251,2
budD,budDi,365960,4
dunduB,dunduBi,394067,1
pat,pati,354257,2
prya,priya,354257,6
ndrya,indriya,119583,0
anIknI,anIkinI,383768,3
vBAga,viBAga,76234,2
mun,muni,120000,2
Sras,Siras,388066,2
nBa,niBa,86522,2
ndu,indu,86522,2
ml,mil,81474,3
vSva,viSva,134565,2
vahn,vahni,394511,4
vdyA,vidyA,86736,4
sdD,sidDi,86736,5
prakft,prakfti,376553,2
jGAMsu,jiGAMsu,379681,2
Ad,Adi,86850,0
amta,amita,375351,3
sAtyak,sAtyaki,386170,0
ptf,pitf,390567,0
srA,sirA,131606,0
svd,svid,88227,1
ptf,pitf,354102,2
vloma,viloma,85188,0
tas,itas,323114,3
aDka,aDika,362230,1
sPawka,sPawika,388913,1
prIt,prIti,385705,4
nSA,niSA,111582,2
Sras,Siras,111582,4
Ad,Adi,57515,0
kfm,kfmi,312636,3
prakft,prakfti,79012,9
ekAkn,ekAkin,105953,0
vstAra,vistAra,63461,5
mun,muni,63461,7
nmna,nimna,63461,7
mTuna,miTuna,121495,2
mun,muni,114901,4
mun,muni,135212,1
ndrya,indriya,324351,3
ngraha,nigraha,324351,3
vzRu,vizRu,106920,2
Ad,Adi,343423,2
raSm,raSmi,105413,0
z,iz,105413,5
nkft,nikfti,394100,0
vmala,vimala,306842,0
saptat,saptati,127296,1
Sras,Siras,72957,1
sacva,saciva,69470,4
mantrn,mantrin,69470,5
Ad,Adi,75181,0
vpra,vipra,324410,3
ptf,pitf,324410,4
nyama,niyama,351111,2
krIwn,kirIwin,387006,3
vstAra,vistAra,136989,0
lOkka,lOkika,107012,0
dvja,dvija,372075,4
at,ati,58336,0
at,ati,58336,2
tfpt,tfpti,58336,6
dvya,divya,137695,3
nmba,nimba,352226,1
kzp,kzip,89394,0
Sakt,Sakti,120936,0
dS,diS,145521,2
Sras,Siras,139655,2
sahta,sahita,80654,0
ha,iha,70295,5
z,iz,70295,5
SrezWn,SrezWin,364841,0
kal,kali,329486,4
sndUra,sindUra,302710,0
sndUra,sindUra,302710,3
sndUra,sindUra,302710,4
ndrA,nidrA,59561,2
Dvan,Dvani,59561,4
vveka,viveka,93146,4
pratIt,pratIti,309138,1
sTAyn,sTAyin,309138,2
vvara,vivara,349466,6
vD,viDi,89495,0
Ad,Adi,80286,2
sD,siD,80286,3
vfdD,vfdDi,71635,4
nrASa,nirASa,351861,1
BkzA,BikzA,373957,2
dyut,dyuti,373957,3
amta,amita,373957,3
sMha,siMha,75346,2
kap,kapi,75346,4
vtarka,vitarka,344841,1
vpAka,vipAka,344841,4
jt,jit,97643,2
vpra,vipra,137000,3
manIzn,manIzin,137000,5
tyAd,ityAdi,69874,2
vvAha,vivAha,369948,0
baln,balin,66890,5
SAl,SAli,93304,7
SAl,SAli,93304,9
SAl,SAli,93304,25
SAl,SAli,93304,27
z,iz,96279,1
ntya,nitya,111732,0
kzatrya,kzatriya,315907,3
SAln,SAlin,315907,4
ptf,pitf,372910,1
grAhn,grAhin,73832,0
tkta,tikta,73832,1
dna,dina,55002,1
