sent_id,missing count,ginti
251530,0,0
275995,0,0
300565,0,0
429688,0,0
173566,0,0
275263,0,0
286900,0,1
235316,0,0
182813,0,0
223986,0,0
160606,0,0
186887,0,0
409978,0,0
406799,0,0
9101,0,0
169700,0,1
224865,0,0
248363,0,0
247571,0,0
273627,0,0
274754,0,0
217706,0,0
183923,0,0
254609,0,0
223814,0,1
156960,0,0
222841,0,0
434861,0,0
434479,0,0
243440,0,0
407369,0,0
4941,0,0
274278,0,0
212339,0,0
179695,0,0
209932,0,0
258424,0,0
2690,0,0
161464,0,0
151364,0,0
218889,0,0
266565,0,0
160834,0,0
293582,0,1
170914,0,0
190918,0,0
291857,0,0
1870,0,0
277118,0,0
171804,0,0
261311,0,0
225794,0,0
209249,0,0
12899,0,0
195387,0,0
222720,0,0
250985,0,0
292720,0,1
189764,0,0
441998,0,0
162606,0,0
198375,0,0
408533,0,0
172176,0,1
162509,0,0
200223,0,0
408871,0,0
189614,0,0
270542,0,1
182090,0,0
226109,0,0
170135,0,0
174041,0,1
3627,0,0
280093,0,0
428165,0,0
440734,0,0
156924,0,0
254796,0,0
263972,0,0
417787,0,0
422302,0,1
250255,0,0
226805,0,0
24630,0,0
286987,0,0
1288,0,0
432712,0,0
172109,0,0
220712,0,1
160892,0,2
164064,0,0
407328,0,1
239755,0,0
213047,0,0
298058,0,0
10019,0,0
238777,0,0
12305,0,0
156622,0,0
171575,0,0
3050,0,0
187935,0,0
214125,0,0
165845,0,0
259315,0,0
417418,0,0
409168,0,1
402221,0,0
229803,0,0
5398,0,0
173142,0,0
181840,0,0
16875,0,0
297808,0,0
423219,0,0
4851,0,0
209401,0,0
424287,0,1
245983,0,0
417120,0,0
403303,0,0
215511,0,0
264158,0,0
159407,0,0
194555,0,0
440228,0,0
150650,0,0
237649,0,0
12886,0,1
269396,0,0
255893,0,0
165602,0,0
256298,0,0
437836,0,0
156305,0,0
155756,0,0
441121,0,0
437195,0,0
416156,0,0
243852,0,0
181537,0,0
297000,0,0
436271,0,0
401943,0,1
229660,0,0
434058,0,0
151078,0,0
424300,0,1
260058,0,0
191919,0,0
222815,0,0
292194,0,0
278473,0,0
415092,0,0
225518,0,0
300482,0,1
250352,0,0
227,0,0
441961,0,0
234041,0,0
197535,0,1
278502,0,0
156036,0,0
207821,0,0
440678,0,0
440655,0,0
246202,0,0
262184,0,0
183008,0,0
424474,0,0
218073,0,0
289527,0,1
190446,0,0
176716,0,2
175568,0,0
182585,0,1
429101,0,0
278922,0,0
429752,0,1
13641,0,2
283139,0,1
300360,0,0
213074,0,0
246281,0,0
283834,0,0
21077,0,0
193576,0,0
230543,0,0
227604,0,0
440939,0,0
293513,0,0
167398,0,0
195151,0,0
152436,0,0
404300,0,0
435639,0,0
13691,0,0
300872,0,0
414727,0,1
428902,0,0
427990,0,1
180855,0,0
172522,0,0
407344,0,0
178480,0,1
25251,0,0
402039,0,0
428538,0,0
208873,0,0
189766,0,1
215704,0,0
442230,0,0
295195,0,0
158912,0,2
195970,0,0
150631,0,0
255016,0,1
293095,0,1
425423,0,0
286123,0,0
265810,0,0
413417,0,0
260684,0,0
405836,0,0
10234,0,0
282078,0,0
173329,0,0
284507,0,1
16595,0,0
195277,0,0
240446,0,0
287373,0,0
228027,0,0
212772,0,0
151736,0,0
213684,0,0
291993,0,0
237448,0,0
155974,0,0
173688,0,0
228530,0,0
169148,0,0
174441,0,0
151165,0,0
218050,0,0
418120,0,0
237040,0,0
10495,0,0
416862,0,0
229384,0,0
438503,0,0
242429,0,0
2185,0,0
408559,0,1
167297,0,0
220102,0,0
428903,0,0
219840,0,0
221803,0,1
417450,0,0
429647,0,0
162511,0,0
265332,0,0
19126,0,0
597,0,0
217125,0,0
425839,0,0
277454,0,0
235439,0,0
178894,0,0
186019,0,0
296767,0,0
370702,0,0
433785,0,0
405974,0,0
200289,0,0
169204,0,0
200410,0,0
264748,0,0
177208,0,0
280503,0,1
227457,0,0
280934,0,0
13886,0,0
256388,0,0
253614,0,0
151460,0,0
220059,0,0
4410,0,0
254897,0,1
403203,0,1
273283,0,0
438794,0,0
24576,0,0
301128,0,0
424443,0,0
265213,0,0
275028,0,0
164323,0,2
408340,0,0
163846,0,0
259611,0,1
3266,0,0
409918,0,1
406621,0,0
265339,0,0
179674,0,0
197233,0,0
237028,0,0
158104,0,0
291137,0,0
226150,0,0
405462,0,0
197129,0,0
170315,0,0
19088,0,0
191083,0,0
240790,0,0
418628,0,0
428839,0,0
227798,0,0
439077,0,0
421394,0,0
260886,0,0
292982,0,0
266155,0,1
213985,0,0
300062,0,0
207066,0,0
261892,0,0
259528,0,0
430666,0,0
207381,0,0
272529,0,0
193081,0,0
405883,0,0
192399,0,0
273486,0,0
293986,0,0
183994,0,0
263421,0,0
183336,0,0
200775,0,0
25615,0,0
176824,0,0
197453,0,2
213942,0,0
274244,0,0
156738,0,0
432009,0,0
415165,0,0
225993,0,0
14004,0,0
248400,0,0
5587,0,0
24756,0,0
207427,0,1
175916,0,0
170052,0,1
260041,0,0
190992,0,0
229473,0,0
294650,0,0
214828,0,0
250089,0,0
261214,0,1
257047,0,0
175043,0,0
370740,0,0
213215,0,0
441913,0,0
159753,0,0
274203,0,1
268651,0,1
227119,0,0
270099,0,0
179089,0,0
1593,0,0
297753,0,0
168549,0,0
212762,0,0
294309,0,0
235870,0,0
298520,0,1
269006,0,0
171742,0,0
280482,0,0
153565,0,0
233742,0,0
245684,0,0
175914,0,0
212714,0,0
227742,0,0
182567,0,0
12765,0,0
269514,0,0
201295,0,0
247004,0,0
263556,0,0
184669,0,0
219211,0,0
291566,0,1
437333,0,1
200884,0,0
423493,0,0
285659,0,0
287282,0,0
278441,0,0
251514,0,0
181916,0,0
244963,0,1
209068,0,1
181879,0,0
254858,0,0
158390,0,1
284213,0,0
416296,0,0
6394,0,0
174593,0,0
293455,0,0
24750,0,0
405905,0,0
438662,0,0
182978,0,0
7664,0,0
156092,0,0
212832,0,0
188772,0,0
416167,0,0
174208,0,0
243687,0,1
299713,0,0
221141,0,0
199443,0,0
246,0,0
207634,0,1
293683,0,0
419302,0,0
152321,0,1
205669,0,0
240973,0,0
166493,0,0
291272,0,0
162215,0,0
190439,0,0
280041,0,0
295158,0,0
239289,0,0
292670,0,0
156244,0,1
420034,0,0
174410,0,0
253495,0,0
298071,0,1
417492,0,0
193610,0,0
408132,0,0
4001,0,0
194401,0,1
436185,0,0
168610,0,0
189506,0,0
16354,0,0
370999,0,0
285261,0,0
407981,0,0
163208,0,1
190841,0,0
224539,0,0
250760,0,0
186233,0,0
225300,0,0
402417,0,0
222769,0,0
15487,0,0
271441,0,0
244450,0,0
285941,0,0
181779,0,0
257058,0,0
416917,0,0
238683,0,0
250739,0,1
370801,0,0
161241,0,0
221917,0,1
267779,0,0
434462,0,0
197026,0,0
12487,0,0
247470,0,0
370575,0,0
238492,0,0
297815,0,0
154304,0,0
171694,0,0
16971,0,0
407527,0,0
21360,0,0
264047,0,0
297705,0,0
7523,0,0
166005,0,1
152542,0,0
370993,0,0
241001,0,0
417925,0,0
198872,0,0
162381,0,0
205781,0,0
24827,0,0
232428,0,0
189366,0,0
414546,0,0
156972,0,0
159201,0,0
176836,0,0
260565,0,0
183767,0,1
201239,0,0
221007,0,0
206310,0,0
16650,0,1
231927,0,0
226058,0,0
296176,0,0
415293,0,0
10859,0,2
181803,0,1
297033,0,0
228823,0,0
159446,0,0
206659,0,0
441787,0,0
191037,0,0
8508,0,0
209615,0,0
411343,0,0
163558,0,0
214509,0,0
437554,0,1
413885,0,1
216641,0,0
300264,0,0
437964,0,0
248315,0,1
237613,0,0
418279,0,0
265904,0,0
257867,0,0
239414,0,0
12676,0,0
222352,0,0
207800,0,0
402143,0,0
245401,0,0
17894,0,1
162333,0,0
416954,0,0
195023,0,0
200033,0,0
430126,0,0
266380,0,0
175817,0,1
159424,0,0
163816,0,0
160223,0,0
263013,0,0
10978,0,0
150605,0,0
292099,0,1
19346,0,0
419787,0,0
421128,0,0
401398,0,0
25926,0,0
8128,0,0
192027,0,0
150654,0,0
25630,0,0
22553,0,0
277447,0,0
246005,0,0
423491,0,1
194123,0,0
262594,0,1
206774,0,0
431024,0,0
247041,0,0
232773,0,0
441041,0,0
153228,0,0
223045,0,0
433710,0,0
181051,0,0
210299,0,0
248632,0,0
229673,0,0
300842,0,0
180324,0,0
247446,0,0
271076,0,0
404692,0,0
260661,0,0
235631,0,0
221591,0,0
261149,0,1
164010,0,0
408656,0,0
282904,0,0
240896,0,0
275936,0,1
253955,0,0
15445,0,0
423997,0,0
439567,0,0
160907,0,0
268470,0,0
23342,0,0
411196,0,0
217503,0,0
439032,0,0
152959,0,0
287111,0,1
247674,0,0
13876,0,0
156161,0,0
434799,0,1
13563,0,0
1660,0,0
198568,0,1
423404,0,0
271839,0,1
24208,0,1
246365,0,0
211749,0,1
217342,0,0
151265,0,0
419001,0,0
184552,0,0
186966,0,0
428648,0,0
206951,0,0
223856,0,0
198679,0,0
237866,0,0
250150,0,0
252340,0,0
243230,0,0
260523,0,0
293858,0,0
440965,0,0
18839,0,1
153954,0,0
156240,0,0
188817,0,0
230995,0,1
205729,0,0
296823,0,0
434379,0,0
25729,0,0
413677,0,0
156915,0,0
239539,0,0
301054,0,0
12013,0,1
289373,0,0
371160,0,0
268398,0,0
407000,0,0
438788,0,1
263574,0,0
182046,0,0
3579,0,0
239715,0,0
242311,0,0
236414,0,0
24769,0,0
14545,0,0
173723,0,0
206335,0,0
268629,0,0
220322,0,0
291996,0,0
232335,0,0
251510,0,1
253529,0,0
436278,0,0
273792,0,0
168311,0,0
405710,0,0
197498,0,1
25193,0,1
248371,0,0
409868,0,1
422518,0,0
150323,0,0
10742,0,0
232350,0,0
222453,0,0
190176,0,0
197038,0,0
278319,0,0
150118,0,0
256008,0,0
288400,0,0
5685,0,0
414402,0,0
251685,0,0
247503,0,0
419221,0,0
225242,0,0
409662,0,0
200071,0,0
228892,0,0
282458,0,0
946,0,0
155172,0,0
155420,0,0
425463,0,0
9228,0,0
233566,0,0
288463,0,0
162331,0,0
234219,0,0
405166,0,0
177731,0,0
196943,0,1
432799,0,0
160653,0,0
218977,0,0
168363,0,1
262975,0,0
289625,0,0
287855,0,0
414818,0,0
161911,0,0
288587,0,0
260097,0,0
239680,0,0
287287,0,0
274798,0,0
258588,0,0
187389,0,0
286350,0,0
272076,0,0
193202,0,0
189111,0,0
269334,0,0
286174,0,0
417672,0,1
199354,0,0
210501,0,0
370413,0,1
249969,0,0
431261,0,0
287471,0,1
205841,0,0
414843,0,0
5765,0,0
186420,0,0
295902,0,3
296034,0,0
241827,0,1
249054,0,0
429053,0,1
262518,0,0
239702,0,0
175570,0,0
183090,0,0
239630,0,0
411700,0,0
192786,0,0
440889,0,0
424357,0,1
232934,0,0
191414,0,0
222856,0,0
283266,0,0
264830,0,0
168206,0,0
187357,0,0
209678,0,1
405752,0,0
422022,0,0
151721,0,0
278408,0,0
191429,0,0
198190,0,0
218264,0,0
245675,0,0
268933,0,0
405707,0,0
401416,0,0
411564,0,1
156695,0,0
164859,0,0
185270,0,0
292082,0,1
284016,0,0
211791,0,0
371292,0,0
209293,0,2
208685,0,0
423367,0,0
181874,0,0
287082,0,1
238545,0,0
410472,0,0
273996,0,0
416618,0,1
282260,0,1
166669,0,0
201117,0,0
248343,0,0
212734,0,0
8021,0,0
242282,0,0
426277,0,1
177419,0,0
171257,0,0
179317,0,1
402367,0,0
233769,0,1
278382,0,0
18310,0,0
241085,0,0
415346,0,0
271065,0,0
436998,0,0
264592,0,1
235476,0,0
160304,0,0
441251,0,0
290450,0,0
246502,0,0
418696,0,0
414450,0,0
160048,0,0
245412,0,0
174181,0,0
245962,0,0
300507,0,0
4235,0,0
279100,0,0
207636,0,0
280244,0,0
227939,0,1
273115,0,0
295845,0,0
195402,0,0
198857,0,0
280417,0,1
162072,0,0
14949,0,0
5855,0,0
154548,0,0
280301,0,2
422358,0,1
284570,0,0
418525,0,0
231153,0,0
275909,0,0
424543,0,0
226190,0,0
295664,0,0
242968,0,0
423387,0,0
284307,0,1
421864,0,0
152347,0,0
153862,0,0
17529,0,0
429209,0,0
295519,0,0
286956,0,1
251375,0,0
254016,0,0
436342,0,1
4440,0,1
415662,0,0
440839,0,1
412520,0,0
19696,0,0
293054,0,0
19226,0,0
234159,0,0
424316,0,0
247386,0,0
166275,0,0
408298,0,0
255206,0,0
273253,0,0
291398,0,0
287464,0,0
194715,0,0
164628,0,0
429771,0,0
284848,0,0
252980,0,0
184174,0,1
416919,0,0
181643,0,0
419996,0,2
370350,0,0
213544,0,0
234081,0,0
195337,0,0
182739,0,0
197117,0,0
438775,0,0
420031,0,0
163836,0,1
423803,0,0
154928,0,0
277824,0,1
289591,0,0
259056,0,0
208853,0,0
423028,0,1
201531,0,0
411163,0,1
166512,0,0
227903,0,0
175073,0,1
13522,0,0
405804,0,0
431088,0,0
174898,0,0
414487,0,0
18501,0,0
429473,0,1
232855,0,0
225077,0,0
229250,0,0
298796,0,0
159989,0,0
1881,0,0
435082,0,0
162597,0,0
213833,0,1
225412,0,0
224319,0,0
158895,0,0
172653,0,0
18948,0,0
5157,0,0
234302,0,0
165884,0,0
215986,0,0
231780,0,0
413223,0,0
429013,0,0
268404,0,0
172427,0,1
178632,0,0
263913,0,0
189093,0,0
371346,0,1
248114,0,1
210305,0,1
241980,0,0
186685,0,0
207036,0,0
157584,0,0
165198,0,0
300295,0,0
159572,0,0
433471,0,0
406405,0,0
214452,0,0
264181,0,0
221202,0,1
260895,0,0
152515,0,0
177635,0,0
17979,0,0
413028,0,0
261053,0,1
14256,0,0
409546,0,0
185435,0,1
20741,0,1
416783,0,0
265501,0,0
173127,0,1
276172,0,0
151037,0,1
434215,0,0
277213,0,0
424871,0,0
293763,0,1
257508,0,0
190208,0,1
260822,0,0
183316,0,0
268263,0,0
182506,0,0
11853,0,1
280224,0,0
441000,0,1
407135,0,0
255405,0,0
150657,0,0
415397,0,1
257181,0,0
217409,0,0
417215,0,1
284530,0,0
287465,0,1
156247,0,0
169624,0,0
184023,0,0
152021,0,0
277087,0,0
223169,0,0
250730,0,0
208110,0,0
237367,0,0
419167,0,0
200085,0,1
159537,0,0
436474,0,0
12828,0,1
209323,0,1
172712,0,0
240217,0,0
408866,0,1
286522,0,0
435490,0,1
281059,0,0
238669,0,0
437943,0,1
170656,0,0
435290,0,0
11260,0,0
253957,0,0
155919,0,0
407633,0,1
243236,0,0
227795,0,0
160280,0,0
289487,0,0
275906,0,0
414518,0,0
420840,0,0
300142,0,0
227745,0,1
180133,0,0
178262,0,0
295410,0,0
272757,0,0
273402,0,0
425167,0,0
277404,0,0
401169,0,0
209046,0,0
407178,0,0
228214,0,0
158725,0,1
25307,0,0
206876,0,0
272840,0,0
218563,0,0
253157,0,0
248718,0,0
293049,0,1
181777,0,0
14750,0,0
21230,0,0
297674,0,1
208264,0,0
159313,0,0
255246,0,0
190824,0,0
283610,0,0
405656,0,0
234297,0,0
425645,0,0
3779,0,0
224907,0,0
217339,0,0
433011,0,0
208827,0,1
165346,0,0
434091,0,0
18139,0,0
274686,0,0
412541,0,1
441237,0,0
420486,0,0
439086,0,0
218613,0,0
241145,0,0
243971,0,0
175165,0,1
278587,0,0
177062,0,1
289793,0,1
404769,0,1
195936,0,0
290487,0,1
184682,0,0
902,0,0
427998,0,0
243539,0,0
231566,0,0
223966,0,0
243966,0,0
436734,0,0
296834,0,0
370012,0,1
434759,0,1
164660,0,0
151518,0,0
25935,0,0
428798,0,0
289868,0,0
239476,0,0
187219,0,0
441393,0,0
153446,0,0
209905,0,0
200170,0,0
15399,0,0
435117,0,0
414878,0,0
296728,0,0
195306,0,0
297704,0,0
172018,0,1
243041,0,0
280678,0,0
253446,0,0
176641,0,0
294417,0,0
247835,0,0
253978,0,0
417593,0,0
409138,0,1
435122,0,0
184785,0,0
283521,0,0
16446,0,1
157672,0,0
22656,0,0
418800,0,0
153563,0,0
154587,0,0
2054,0,2
175822,0,0
436826,0,1
427860,0,0
432387,0,0
180895,0,0
276703,0,0
24631,0,0
437932,0,1
22356,0,0
19178,0,0
281644,0,0
255472,0,1
299897,0,1
175951,0,0
430030,0,0
250988,0,0
407783,0,0
251690,0,0
158064,0,0
180239,0,0
300233,0,0
166910,0,0
437954,0,0
418249,0,0
553,0,0
238185,0,0
410901,0,0
413730,0,0
427653,0,0
166823,0,1
242325,0,0
425479,0,0
426297,0,0
14547,0,0
423021,0,0
231692,0,0
219862,0,0
157163,0,0
225709,0,0
287922,0,0
370284,0,0
209230,0,0
156020,0,0
209896,0,1
273957,0,0
431931,0,0
273822,0,1
416634,0,0
156947,0,1
421392,0,0
248932,0,0
263940,0,0
410083,0,0
1502,0,0
428587,0,0
414995,0,0
270215,0,0
169734,0,1
265772,0,0
17539,0,0
424448,0,0
167693,0,0
284335,0,0
290356,0,0
181145,0,0
246332,0,0
251248,0,0
184410,0,0
195694,0,0
434112,0,0
284490,0,0
403003,0,0
274974,0,0
179665,0,0
291708,0,0
13056,0,0
284241,0,0
156197,0,0
19741,0,0
2018,0,1
403356,0,0
278948,0,0
425100,0,0
16862,0,0
441513,0,0
16752,0,0
418897,0,0
401799,0,1
164871,0,0
435349,0,0
12179,0,0
273440,0,0
278045,0,0
299007,0,0
173018,0,0
160566,0,0
161254,0,0
431406,0,0
152439,0,0
275920,0,0
437374,0,0
165422,0,1
217938,0,1
260540,0,0
216311,0,0
274676,0,0
262569,0,0
370043,0,1
220171,0,0
402106,0,0
15905,0,0
252580,0,0
432506,0,0
421785,0,0
415549,0,0
225943,0,0
246917,0,0
171080,0,0
286534,0,1
193548,0,0
195407,0,0
270381,0,0
289997,0,0
164080,0,0
196934,0,0
295374,0,0
403004,0,0
173885,0,0
201560,0,0
434587,0,0
25620,0,0
195721,0,0
14666,0,0
155015,0,0
198358,0,0
261728,0,0
273108,0,0
293060,0,1
212349,0,0
289375,0,0
176616,0,0
281231,0,1
231321,0,0
402446,0,0
285711,0,0
233971,0,0
185993,0,0
229584,0,0
228042,0,0
159919,0,0
20528,0,0
420859,0,0
295690,0,0
250424,0,0
264406,0,0
12865,0,0
254175,0,0
415322,0,0
299414,0,0
20841,0,1
292921,0,0
177990,0,0
265715,0,0
278172,0,1
440689,0,0
151386,0,0
212058,0,0
268526,0,0
420711,0,0
401331,0,0
191156,0,1
165937,0,1
223346,0,0
151001,0,0
265960,0,0
182159,0,0
402122,0,0
197522,0,0
227327,0,0
258046,0,0
243317,0,0
290418,0,0
401941,0,0
152736,0,0
156524,0,0
172723,0,0
253246,0,0
192323,0,0
267735,0,0
418066,0,1
195241,0,0
184234,0,0
423102,0,1
408183,0,0
5510,0,0
270842,0,0
291511,0,0
420672,0,0
416346,0,0
432567,0,0
19530,0,0
267986,0,0
431242,0,1
232148,0,0
431208,0,0
434083,0,0
215589,0,0
22992,0,0
257381,0,0
289706,0,0
417619,0,0
183387,0,0
177804,0,0
417617,0,0
428705,0,1
245300,0,0
230674,0,0
249607,0,0
278055,0,0
405155,0,1
294455,0,0
220647,0,0
434565,0,0
224659,0,0
434971,0,1
235195,0,0
150651,0,0
427014,0,0
22000,0,0
8705,0,0
406085,0,0
17088,0,0
264785,0,0
276299,0,0
435840,0,1
194447,0,0
271018,0,0
294728,0,0
411798,0,0
237117,0,0
417954,0,0
17177,0,0
275847,0,0
278941,0,0
292659,0,1
10985,0,0
431332,0,0
419191,0,0
18442,0,1
263006,0,1
272971,0,0
247491,0,0
276101,0,0
168449,0,0
157869,0,2
154114,0,0
193008,0,0
238698,0,0
415166,0,0
404456,0,1
425831,0,0
21043,0,0
225611,0,0
155470,0,0
155585,0,0
255474,0,0
261434,0,0
421546,0,0
287125,0,1
216681,0,0
153692,0,0
410521,0,1
405434,0,0
10427,0,0
249035,0,0
437217,0,0
442206,0,0
284194,0,0
256324,0,0
25591,0,0
421288,0,0
427632,0,0
285889,0,0
238499,0,0
256928,0,0
14801,0,0
193079,0,1
151424,0,0
227410,0,0
242839,0,0
152879,0,0
153349,0,0
275247,0,0
209726,0,0
425381,0,0
300393,0,0
282480,0,0
196830,0,0
436397,0,0
401570,0,0
273811,0,0
23109,0,0
190750,0,0
406752,0,1
15259,0,0
157374,0,0
436867,0,0
275698,0,1
297616,0,1
257999,0,1
7213,0,0
410162,0,0
233342,0,0
427190,0,0
14221,0,0
415927,0,0
427018,0,0
196057,0,0
207966,0,1
300284,0,0
425935,0,0
6311,0,0
243108,0,1
441747,0,0
232203,0,0
295666,0,0
153423,0,0
